"population","n","simulated_mean","simulated_sd","theoretical_mean","theoretical_sd","mean_error","sd_ratio","skewness","excess_kurtosis","qq_correlation","qq_rmse","normal_enough","stable_pass"
"Non-identical Bernoulli process",10,0.70151,0.138436398261573,0.7,0.139177477956638,0.00151000000000001,0.994675290097615,-0.239647940514271,-0.187364189166929,0.975274372747209,0.222363487678439,FALSE,FALSE
"Non-identical Bernoulli process",15,0.7004,0.113917240634468,0.7,0.113947913469826,0.000400000000000067,0.999730817051195,-0.169958636238758,-0.118742534363178,0.984483006863998,0.176154443567756,FALSE,FALSE
"Non-identical Bernoulli process",20,0.699815,0.0994771599189191,0.7,0.0988086934168084,-0.000184999999999991,1.00676526000896,-0.207260484783568,0.0011254264728553,0.988045401811031,0.154617024443476,FALSE,FALSE
"Non-identical Bernoulli process",30,0.699143333333333,0.0813144417503873,0.7,0.0807768792078487,-0.000856666666666617,1.00665490605493,-0.154488385348036,-0.0568400537015972,0.992175709737919,0.125087034706184,FALSE,FALSE
"Non-identical Bernoulli process",40,0.6993375,0.069750341251927,0.7,0.0699969474303891,-0.00066250000000001,0.996476900957613,-0.166223859611715,0.0389898562876461,0.993728643117342,0.111987765549883,FALSE,FALSE
"Non-identical Bernoulli process",50,0.69848,0.0626399391458623,0.7,0.0626294577622371,-0.00151999999999997,1.00016735549053,-0.117090676405508,0.0148813433647672,0.995288782778939,0.0970635983307171,FALSE,FALSE
"Non-identical Bernoulli process",75,0.700144,0.051193328620486,0.7,0.051160701885504,0.000144000000000033,1.00063773040204,-0.105443093027478,-0.00188465254391845,0.996799842170438,0.0799973359982073,TRUE,TRUE
"Non-identical Bernoulli process",100,0.700353,0.044244334632975,0.7,0.044316735709809,0.000353000000000048,0.998366281368101,-0.0695350238606601,0.0150817043764908,0.997656380063868,0.0684594523724108,TRUE,TRUE
"Non-identical Bernoulli process",150,0.700272666666667,0.0365850234895058,0.7,0.0361927889456303,0.000272666666666699,1.0108373672022,-0.0722468420306313,0.0313302161907028,0.99837065760818,0.0570815835296319,TRUE,TRUE
"Non-identical Bernoulli process",200,0.7002355,0.0312043973053656,0.7,0.0313474610867119,0.000235500000000055,0.995436192393683,-0.0790081142028309,0.0372938128025155,0.998681435721775,0.0513500050969685,TRUE,TRUE
"Non-identical Bernoulli process",300,0.700269666666667,0.0255999247818645,0.7,0.0255980129756539,0.000269666666666724,1.00007468572707,-0.0700358563014162,0.0252262252898645,0.999119180966667,0.0419694418709913,TRUE,FALSE
"Non-identical Bernoulli process",500,0.7000026,0.0198045958161621,0.7,0.0198299382980838,2.60000000007476e-06,0.998722009038011,-0.0668281097772968,0.0406740531611463,0.999389689718503,0.0349353586044281,TRUE,FALSE
"Custom age-at-death mixture",2,49.92025,19.5351625843047,49.9809754772122,19.5405534445727,-0.060725477212145,0.999724119366255,-0.584698136946597,-0.444175450526078,0.964864400270229,0.265071785437776,FALSE,FALSE
"Custom age-at-death mixture",5,49.93176,12.2983903151118,49.9809754772122,12.3585311250197,-0.0492154772121935,0.99513366035983,-0.366939996797313,-0.170764922266947,0.993517866089776,0.113854138294131,FALSE,FALSE
"Custom age-at-death mixture",10,49.88913,8.73007321051352,49.9809754772122,8.73880116400645,-0.091845477212189,0.999001241322566,-0.245154378267797,-0.14223450842063,0.997703725182215,0.0677644254919985,FALSE,FALSE
"Custom age-at-death mixture",15,49.9327533333333,7.10030307526681,49.9809754772122,7.1352012718185,-0.0482221438788599,0.995109010212575,-0.226576295570196,-0.0460277185539435,0.998310535595611,0.058125186111533,FALSE,FALSE
"Custom age-at-death mixture",20,49.99209,6.17357402430093,49.9809754772122,6.17926556250985,0.0111145227878069,0.999078929663834,-0.210396061637668,-0.0517023628225641,0.998582148500162,0.0532482341589175,FALSE,FALSE
"Custom age-at-death mixture",30,50.01158,5.0100097727841,49.9809754772122,5.04534920443374,0.0306045227878116,0.992995642081903,-0.146777499340208,-0.0189761884566337,0.999314148858623,0.0370343554277826,TRUE,TRUE
"Custom age-at-death mixture",40,50.02297,4.33793052828498,49.9809754772122,4.36940058200322,0.0419945227878102,0.992797626784813,-0.137719858321709,0.0221734542245122,0.999433768288802,0.0336501465446904,TRUE,TRUE
"Custom age-at-death mixture",50,50.01346,3.88143521166209,49.9809754772122,3.90811068891454,0.0324845227878114,0.9931743291386,-0.135682714699861,-0.00109916470239568,0.999402524012718,0.0345660768496778,TRUE,TRUE
"Custom age-at-death mixture",75,49.99528,3.1940537613907,49.9809754772122,3.19095901538582,0.0143045227878105,1.00096984824623,-0.0744111199837441,0.029234342102741,0.99978925078993,0.0205292425573078,TRUE,TRUE
"Custom age-at-death mixture",100,49.96706,2.75109759008927,49.9809754772122,2.7634515697591,-0.013915477212187,0.995529511063258,-0.094424844621054,0.0507236697449427,0.999674494048276,0.0255134605672785,TRUE,TRUE
"Custom age-at-death mixture",150,49.9402873333333,2.24167222407936,49.9809754772122,2.25634875826766,-0.0406881438788602,0.993495449613218,-0.0925413195005492,0.0357534301380786,0.999694613879846,0.024712378941471,TRUE,TRUE
"Custom age-at-death mixture",200,49.969297,1.94019702407776,49.9809754772122,1.95405534445727,-0.0116784772121932,0.992907918182145,-0.0580070284566845,-0.0455581673415564,0.999835447798212,0.0181401901021477,TRUE,TRUE
"Custom age-at-death mixture",300,49.971945,1.60230212984245,49.9809754772122,1.59547950769291,-0.00903047721219252,1.00427622048208,-0.0263723422163452,0.00777752814364607,0.999917687643436,0.0128298822557148,TRUE,FALSE
"Custom age-at-death mixture",500,49.9637834,1.23920102073934,49.9809754772122,1.23585311250197,-0.0171920772121936,1.00270898556107,-0.0656710340500125,0.107728003859601,0.999743768436262,0.0226363415667635,TRUE,FALSE
